,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A02,SYBR,,Unkn,,,22.8594951406716,22.8594951406716,0,NaN,NaN,NaN,0,72,
,A03,SYBR,,Unkn,,,22.3489627967816,22.3489627967816,0,NaN,NaN,NaN,0,72,
,A04,SYBR,,Unkn,,,21.4554847226611,21.4554847226611,0,NaN,NaN,NaN,0,72,
,A05,SYBR,,Unkn,,,22.5279067672784,22.5279067672784,0,NaN,NaN,NaN,0,72,
,A06,SYBR,,Unkn,,,21.6059658210574,21.6059658210574,0,NaN,NaN,NaN,0,72,
,A07,SYBR,,Unkn,,,21.2690398342847,21.2690398342847,0,NaN,NaN,NaN,0,72,
,A08,SYBR,,Unkn,,,21.6653398171648,21.6653398171648,0,NaN,NaN,NaN,0,72,
,A09,SYBR,,Unkn,,,22.1018414617571,22.1018414617571,0,NaN,NaN,NaN,0,72,
,B02,SYBR,,Unkn,,,22.9012282472585,22.9012282472585,0,NaN,NaN,NaN,0,72,
,B03,SYBR,,Unkn,,,22.2504284908306,22.2504284908306,0,NaN,NaN,NaN,0,72,
,B04,SYBR,,Unkn,,,21.3053282775592,21.3053282775592,0,NaN,NaN,NaN,0,72,
,B05,SYBR,,Unkn,,,22.430753320025,22.430753320025,0,NaN,NaN,NaN,0,72,
,B06,SYBR,,Unkn,,,21.3631527568351,21.3631527568351,0,NaN,NaN,NaN,0,72,
,B07,SYBR,,Unkn,,,21.1902156758379,21.1902156758379,0,NaN,NaN,NaN,0,72,
,B08,SYBR,,Unkn,,,21.5670132350367,21.5670132350367,0,NaN,NaN,NaN,0,72,
,B09,SYBR,,Unkn,,,21.7810146125183,21.7810146125183,0,NaN,NaN,NaN,0,72,
,C02,SYBR,,Unkn,,,22.8544637835368,22.8544637835368,0,NaN,NaN,NaN,0,72,
,C03,SYBR,,Unkn,,,22.3126265313927,22.3126265313927,0,NaN,NaN,NaN,0,72,
,C04,SYBR,,Unkn,,,21.0696323740244,21.0696323740244,0,NaN,NaN,NaN,0,72,
,C05,SYBR,,Unkn,,,22.1892103876036,22.1892103876036,0,NaN,NaN,NaN,0,72,
,C06,SYBR,,Unkn,,,21.2268624205321,21.2268624205321,0,NaN,NaN,NaN,0,72,
,C07,SYBR,,Unkn,,,21.0947783379705,21.0947783379705,0,NaN,NaN,NaN,0,72,
,C08,SYBR,,Unkn,,,21.3501307446581,21.3501307446581,0,NaN,NaN,NaN,0,72,
,C09,SYBR,,Unkn,,,21.4775041091919,21.4775041091919,0,NaN,NaN,NaN,0,72,
,C10,SYBR,,Unkn,,,33.0829743258187,33.0829743258187,0,NaN,NaN,NaN,0,72,
